State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Assam,17,9,2019,4,0,4,7,RAM BAHADUR SUNAR,M,NPEP,5880,,1190196,1499639,TEZPUR,GEN,,7,79.37,0.49,yes,776,0.07,2.13,GEAS5195017,State-based Party,5671,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Former Government,Ex Military,,,Lok Sabha Election (GE)
Assam,17,9,2019,4,0,4,8,ZIABUR RAHMAN KHAN,M,IND,5104,,1190196,1499639,TEZPUR,GEN,,7,79.37,0.43,yes,0,0,2.13,GEAS5195015,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,"Contractor, Industrialist",,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,1,Pradyut Bordoloi,M,INC,739724,,1493475,1794648,NOWGONG,GEN,,7,83.22,49.53,no,16752,1.12,2.08,AEAS190839,National Party,3482,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Post Graduate,Retired or Pension,,Liberal Profession or Professional,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,2,Sri Rupak Sharma,M,BJP,722972,GEN,1493475,1794648,NOWGONG,GEN,,7,83.22,48.41,no,712215,47.69,2.08,GEAS5195096,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,Distributors,Small Business or Self-employed,Shop Keeper,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,3,NOTA,,NOTA,10757,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.72,,4882,0.33,2.08,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,4,Sahadeb Das,M,AITC,5875,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.39,yes,1560,0.1,2.08,GEAS5195097,State-based Party (Other State),18228,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,5,Zakir Hussain,M,IND,4315,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.29,yes,660,0.04,2.08,GEAS5195100,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,Agriculture,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,6,Azgor Ali,M,PUJP,3655,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.24,yes,234,0.02,2.08,GEAS5195098,Local Party,24534,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,7,Saiful Islam Choudhury,M,AJM,3421,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.23,yes,665,0.04,2.08,GEAS5195099,Local Party,24353,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lok Sabha Election (GE)
Assam,17,10,2019,4,0,4,8,Sukanta Mazumdar,M,BGanP,2756,,1493475,1794648,NOWGONG,GEN,,7,83.22,0.18,yes,0,0,2.08,AEAS187507,Local Party,1397,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Assam,17,11,2019,4,0,4,1,Gaurav Gogoi,M,INC,786092,GEN,1424687,1734938,KALIABOR,GEN,,7,82.12,55.18,no,209994,14.74,2.17,GEAS940,National Party,3482,TRUE,2,INC,3482,KALIABOR,TRUE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Politics,MP,,,Lok Sabha Election (GE)
Assam,17,11,2019,4,0,4,2,Moni Madhab Mahanta,M,AGP,576098,,1424687,1734938,KALIABOR,GEN,,7,82.12,40.44,no,557754,39.15,2.17,GEAS5195018,State-based Party,978,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,Agricultural Business,,,Lok Sabha Election (GE)
Assam,17,11,2019,4,0,4,3,Sri Jiten Gogoi,M,IND,18344,,1424687,1734938,KALIABOR,GEN,,7,82.12,1.29,yes,2431,0.17,2.17,GEAS5195022,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Business,Agricultural Business,Politics,Ex MLA,Lok Sabha Election (GE)
Assam,17,11,2019,4,0,4,4,NOTA,,NOTA,15913,,1424687,1734938,KALIABOR,GEN,,7,82.12,1.12,,6010,0.42,2.17,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
